LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
9908600	1.1931E+07	1.1675E+07	1.3105E+07	1.4303E+07	1.8548E+07	1.1962E+07	2.1965E+07	1.4631E+07	1.4421E+07	9123300	1.4033E+07	1.2046E+07	1.259E+07	1.3261E+07	6420000	1.0604E+07	4713300	1.2118E+07	2.1308E+07	1.0231E+07	1.7663E+07	4154500	6004700				9	9	9	31	31	31	46.02	0	17.405	536000000	33	Q9GZT9	Q9GZT9	Egl nine homolog 1	EGLN1	sp|Q9GZT9|EGLN1_HUMAN Egl nine homolog 1 OS=Homo sapiens GN=EGLN1 PE=1 SV=1
4999500	5567400	3060300	3169400	3515400	3984500	0	0	0	0	0	0	0	0	3867900	0	0	4110200	3812300	4982000	0	4437700	5403100	2930700				2	2	2	9.6	9.6	9.6	29.203	0.0010698	2.8893	101210000	2	Q9GZU7;O15194	Q9GZU7;O15194	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1;CTD small phosphatase-like protein	CTDSP1;CTDSPL	sp|Q9GZU7|CTDS1_HUMAN Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 OS=Homo sapiens GN=CTDSP1 PE=1 SV=1;sp|O15194|CTDSL_HUMAN CTD small phosphatase-like protein OS=Homo sapiens GN=CTDSPL PE=1 SV=2
4.4436E+07	5.1748E+07	5.0175E+07	6.3372E+07	5.8417E+07	5.4421E+07	5.4456E+07	4.9191E+07	5.2659E+07	4.618E+07	5.1115E+07	5.6078E+07	4.4979E+07	5.6169E+07	4.6458E+07	4.6562E+07	4.7846E+07	4.5209E+07	6.4188E+07	4.4691E+07	4.9091E+07	4.4599E+07	4.0836E+07	4.5073E+07				9	9	9	33.1	33.1	33.1	28.912	0	89.264	2089900000	62	Q9GZU8	Q9GZU8	Protein FAM192A	FAM192A	sp|Q9GZU8|F192A_HUMAN Protein FAM192A OS=Homo sapiens GN=FAM192A PE=1 SV=1
9464600	4.0477E+07	1.343E+07	3.1966E+07	2.795E+07	3.5173E+07	3.419E+07	3.738E+07	3.9884E+07	4.7425E+07	3.3503E+07	4.2919E+07	3.0869E+07	5.0341E+07	3.3304E+07	3.2586E+07	2.7762E+07	3.0754E+07	3.4337E+07	1.5946E+07	4.2724E+07	4.8952E+07	4.1714E+07	4.2932E+07				12	2	2	58.8	25.5	25.5	16.793	0	56.86	1447400000	17	Q9GZV4	Q9GZV4	Eukaryotic translation initiation factor 5A-2	EIF5A2	sp|Q9GZV4|IF5A2_HUMAN Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3
2.0356E+07	0	0	1.0119E+07	2936300	7190500	9368000	9539800	0	8031200	4983800	0	3590800	7199000	7592600	0	0	0	1.5358E+07	0	1.0947E+07	9650900	6469000	2.0266E+07				4	4	4	20.5	20.5	20.5	44.101	0	153.4	304540000	3	Q9GZV5	Q9GZV5	WW domain-containing transcription regulator protein 1	WWTR1	sp|Q9GZV5|WWTR1_HUMAN WW domain-containing transcription regulator protein 1 OS=Homo sapiens GN=WWTR1 PE=1 SV=1
2.2866E+07	2.3093E+07	1.7698E+07	2.8693E+07	2.8606E+07	2.3064E+07	3.6079E+07	2.7877E+07	2.0694E+07	2.1976E+07	3.2553E+07	1.9696E+07	2.229E+07	2.2962E+07	2.7324E+07	9773000	1.6542E+07	9366100	1.9229E+07	1.858E+07	1.3692E+07	1.4514E+07	1.415E+07	2.3139E+07				3	3	3	20.2	20.2	20.2	25.017	0	11.782	923570000	19	Q9GZX9	Q9GZX9	Twisted gastrulation protein homolog 1	TWSG1	sp|Q9GZX9|TWSG1_HUMAN Twisted gastrulation protein homolog 1 OS=Homo sapiens GN=TWSG1 PE=1 SV=1
0	5396300	4080200	5716500	0	4202600	3714900	4747400	4951900	5761800	5067500	0	6925800	9409100	0	4106100	3937000	0	0	4051900	6462100	0	4056800	1.0506E+07				3	3	3	24.7	24.7	24.7	16.694	0	6.4154	155840000	12	Q9GZY4	Q9GZY4	Cytochrome c oxidase assembly factor 1 homolog	COA1	sp|Q9GZY4|COA1_HUMAN Cytochrome c oxidase assembly factor 1 homolog OS=Homo sapiens GN=COA1 PE=1 SV=1
5562600	0	0	7934800	5546700	5302800	6339800	7006000	7281600	4005700	7301600	8621100	0	1.0181E+07	8935400	5767600	8119100	9223900	8700300	6112200	1.0185E+07	1.2652E+07	1.2085E+07	7735000				14	14	14	58.8	58.8	58.8	38.464	0	227.05	256370000	25	Q9GZY8	Q9GZY8	Mitochondrial fission factor	MFF	sp|Q9GZY8|MFF_HUMAN Mitochondrial fission factor OS=Homo sapiens GN=MFF PE=1 SV=1
2.7557E+08	2.6162E+08	2.4374E+08	2.7944E+08	2.5404E+08	3.1831E+08	3.695E+08	3.5829E+08	3.3973E+08	3.1896E+08	3.0036E+08	3.7046E+08	3.2276E+08	3.7551E+08	3.1684E+08	2.94E+08	3.256E+08	3.2794E+08	3.7588E+08	3.157E+08	3.5528E+08	3.7181E+08	3.583E+08	4.1142E+08				19	19	19	76.9	76.9	76.9	19.398	0	108.11	13839000000	231	Q9GZZ1	Q9GZZ1	N-alpha-acetyltransferase 50	NAA50	sp|Q9GZZ1|NAA50_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens GN=NAA50 PE=1 SV=1
3.104E+07	4.7287E+07	3.4462E+07	3.9894E+07	4.0663E+07	5.7221E+07	5.8916E+07	7.7419E+07	9.3796E+07	6.1284E+07	6.7114E+07	7.0536E+07	7.2327E+07	5.4305E+07	6.6271E+07	6.7062E+07	5.9786E+07	7.2418E+07	6.2864E+07	7.4113E+07	6.5881E+07	7.214E+07	7.0141E+07	8.1533E+07				9	9	9	31.4	31.4	31.4	44.863	0	143.96	2607000000	96	Q9GZZ9	Q9GZZ9	Ubiquitin-like modifier-activating enzyme 5	UBA5	sp|Q9GZZ9|UBA5_HUMAN Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens GN=UBA5 PE=1 SV=1
1.1811E+07	1.2021E+07	1.1657E+07	1.1531E+07	9836800	3.1507E+07	2.1278E+07	2.5379E+07	1.8779E+07	1.6651E+07	2.1539E+07	2.8518E+07	2.249E+07	2.3249E+07	2.1596E+07	1.589E+07	1.7583E+07	1.9822E+07	2.3088E+07	1.7114E+07	2.0462E+07	2.3926E+07	1.8512E+07	2.4877E+07				7	7	7	15.4	15.4	15.4	46.94	0	22.585	828000000	27	Q9H000	Q9H000	Probable E3 ubiquitin-protein ligase makorin-2	MKRN2	sp|Q9H000|MKRN2_HUMAN Probable E3 ubiquitin-protein ligase makorin-2 OS=Homo sapiens GN=MKRN2 PE=1 SV=2
2.9436E+07	2.329E+07	3.2148E+07	3.7322E+07	2.7403E+07	4.6426E+07	2.4497E+07	3.9784E+07	2.3698E+07	3.3383E+07	3.7498E+07	4.0147E+07	3.5986E+07	3.2664E+07	2.7545E+07	3.174E+07	0	2.3972E+07	5.9255E+07	3.4259E+07	4.0089E+07	5.3096E+07	5.3192E+07	4.1045E+07				4	4	4	20.7	20.7	20.7	29.165	0	4.4596	1859400000	23	Q9H008	Q9H008	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	LHPP	sp|Q9H008|LHPP_HUMAN Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens GN=LHPP PE=1 SV=2
1.2126E+07	6892500	6449800	8745600	5278600	1.3306E+07	1.0592E+07	1.3229E+07	8672200	9438900	8498700	1.259E+07	1.6286E+07	1.1084E+07	1.1368E+07	6948900	0	6194900	7879800	1.1271E+07	8344900	1.0041E+07	6744900	8198500				8	8	8	28.8	28.8	28.8	31.957	0	62.912	395870000	29	Q9H019	Q9H019	Mitochondrial fission regulator 1-like	MTFR1L	sp|Q9H019|MFR1L_HUMAN Mitochondrial fission regulator 1-like OS=Homo sapiens GN=MTFR1L PE=1 SV=2
831010	0	0	0	0	1205700	466730	1675800	0	0	1317900	2502200	1662700	0	0	1993500	2868000	1314500	979160	0	0	2573000	2207900	0				6	6	6	20.7	20.7	20.7	28.77	0	84.686	37283000	7	Q9H063	Q9H063	Repressor of RNA polymerase III transcription MAF1 homolog	MAF1	sp|Q9H063|MAF1_HUMAN Repressor of RNA polymerase III transcription MAF1 homolog OS=Homo sapiens GN=MAF1 PE=1 SV=2
8.7525E+07	1.0569E+08	1.0683E+08	1.1364E+08	8.3794E+07	2.9825E+08	2.2394E+08	2.3857E+08	2.148E+08	2.7305E+08	2.5115E+08	2.7007E+08	2.208E+08	2.5838E+08	2.3575E+08	2.0709E+08	3.3206E+08	2.4192E+08	2.4126E+08	2.7584E+08	2.3915E+08	2.5209E+08	2.2489E+08	2.4815E+08				12	12	12	21.9	21.9	21.9	53.524	0	33.687	8707800000	104	Q9H074	Q9H074	Polyadenylate-binding protein-interacting protein 1	PAIP1	sp|Q9H074|PAIP1_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens GN=PAIP1 PE=1 SV=1
9.0722E+07	6.6398E+07	7.2815E+07	8.2949E+07	8.9512E+07	8.5639E+07	6.4285E+07	7.2629E+07	6.6777E+07	6.5344E+07	8.2964E+07	8.6899E+07	9.9589E+07	9.9608E+07	8.385E+07	5.9781E+07	5.9863E+07	6.8761E+07	5.4905E+07	6.6497E+07	7.5321E+07	7.3966E+07	7.9422E+07	7.0978E+07				14	14	14	24	24	24	78.728	0	28.697	3245600000	57	Q9H078	Q9H078	Caseinolytic peptidase B protein homolog	CLPB	sp|Q9H078|CLPB_HUMAN Caseinolytic peptidase B protein homolog OS=Homo sapiens GN=CLPB PE=1 SV=1
9840500	1.6798E+07	1.029E+07	0	1.3852E+07	0	0	5424800	0	5369100	8471300	8254700	6069600	4983200	4759800	0	0	3825100	4769200	8369800	7426800	6367500	0	0				3	3	3	18.5	18.5	18.5	24.14	0.0042429	2.0768	217750000	1	Q9H081	Q9H081	Protein MIS12 homolog	MIS12	sp|Q9H081|MIS12_HUMAN Protein MIS12 homolog OS=Homo sapiens GN=MIS12 PE=1 SV=1
6229300	6141600	0	8250600	6129200	9134500	6166400	6312100	4150300	0	0	5652700	0	5405800	5462700	0	9812500	4750300	9756100	5501200	5151900	5387800	0	6782000				1	1	1	5.2	5.2	5.2	25.717	0.0013628	2.7029	218420000	6	Q9H082	Q9H082	Ras-related protein Rab-33B	RAB33B	sp|Q9H082|RB33B_HUMAN Ras-related protein Rab-33B OS=Homo sapiens GN=RAB33B PE=1 SV=1
1.6488E+07	1.4209E+07	1.325E+07	1.3762E+07	1.6516E+07	1.6223E+07	1.7919E+07	9360100	6926600	1.7317E+07	1.8154E+07	1.3496E+07	1.4622E+07	1.5657E+07	1.9541E+07	1.453E+07	2.0618E+07	1.8054E+07	1.7555E+07	2.083E+07	1.6656E+07	1.7594E+07	1.9393E+07	1.8269E+07				8	8	8	12.5	12.5	12.5	75.225	0	10.568	725510000	27	Q9H089	Q9H089	Large subunit GTPase 1 homolog	LSG1	sp|Q9H089|LSG1_HUMAN Large subunit GTPase 1 homolog OS=Homo sapiens GN=LSG1 PE=1 SV=2
5.2338E+07	5.3526E+07	4.7638E+07	4.4678E+07	5.8426E+07	1.2739E+08	1.0274E+08	9.6821E+07	9.238E+07	9.7501E+07	8.0115E+07	6.0289E+07	7.4737E+07	7.0302E+07	7.1363E+07	1.3981E+08	1.7633E+08	1.3397E+08	1.5241E+08	1.6683E+08	7.9487E+07	7.9999E+07	8.0354E+07	7.8413E+07				11	11	11	66.4	66.4	66.4	15.558	0	79.341	3791700000	123	Q9H098	Q9H098	Protein FAM107B	FAM107B	sp|Q9H098|F107B_HUMAN Protein FAM107B OS=Homo sapiens GN=FAM107B PE=1 SV=1
1.9275E+08	1.6674E+08	1.9742E+08	1.6731E+08	1.8927E+08	1.7801E+08	1.5224E+08	1.6042E+08	1.3019E+08	1.305E+08	1.8339E+08	1.8589E+08	1.5776E+08	1.9885E+08	2.0195E+08	1.4695E+08	1.4969E+08	1.2964E+08	1.5685E+08	1.4111E+08	1.2262E+08	1.6639E+08	1.5601E+08	1.4208E+08				26	26	26	29.3	29.3	29.3	115.73	0	75.174	6896700000	134	Q9H0A0	Q9H0A0	N-acetyltransferase 10	NAT10	sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens GN=NAT10 PE=1 SV=2
5731000	7126000	8066500	6078100	7738700	1.2621E+07	6358400	7905500	1.4312E+07	9061400	1.0728E+07	8463900	1.0536E+07	1.0791E+07	1.1317E+07	9662400	7319900	5527400	7490400	1.4156E+07	6433000	6850000	8426500	6188000				4	4	4	22.1	22.1	22.1	21.764	0	6.0366	343980000	6	Q9H0A8	Q9H0A8	COMM domain-containing protein 4	COMMD4	sp|Q9H0A8|COMD4_HUMAN COMM domain-containing protein 4 OS=Homo sapiens GN=COMMD4 PE=1 SV=1
3.8005E+07	2.9672E+07	2.4827E+07	2.5754E+07	2.9957E+07	1.0429E+08	8.2169E+07	8.851E+07	8.1626E+07	7.0099E+07	7.5408E+07	8.6559E+07	8.8949E+07	1.0108E+08	8.6857E+07	7.6356E+07	1.1417E+08	7.6918E+07	7.4522E+07	9.0935E+07	1.0262E+08	1.0985E+08	1.0704E+08	9.4587E+07				33	24	23	50.6	35.7	33.8	68.934	0	126.85	3276400000	92	Q9H0B6	Q9H0B6	Kinesin light chain 2	KLC2	sp|Q9H0B6|KLC2_HUMAN Kinesin light chain 2 OS=Homo sapiens GN=KLC2 PE=1 SV=1
3.8312E+07	5.0925E+07	4.4555E+07	4.9422E+07	3.5443E+07	1731900	4135400	3878700	1.0238E+07	6029300	3070200	0	6222300	5657000	2342400	8219100	0	5836600	2823700	9423700	5340100	6009200	7246500	0				10	10	10	31	31	31	55.919	0	24.877	516310000	17	Q9H0B8	Q9H0B8	Cysteine-rich secretory protein LCCL domain-containing 2	CRISPLD2	sp|Q9H0B8|CRLD2_HUMAN Cysteine-rich secretory protein LCCL domain-containing 2 OS=Homo sapiens GN=CRISPLD2 PE=2 SV=1
1.2651E+08	1.4777E+08	1.4111E+08	1.0562E+08	1.2414E+08	1.6123E+08	1.3341E+08	1.491E+08	1.4636E+08	1.3396E+08	1.3662E+08	1.5247E+08	1.5297E+08	1.5339E+08	1.2333E+08	1.5624E+08	1.5706E+08	1.4138E+08	1.5269E+08	1.5033E+08	1.1828E+08	1.3217E+08	1.3495E+08	1.4056E+08				18	18	18	47.4	47.4	47.4	42.906	0	116.35	6009500000	128	Q9H0C8	Q9H0C8	Integrin-linked kinase-associated serine/threonine phosphatase 2C	ILKAP	sp|Q9H0C8|ILKAP_HUMAN Integrin-linked kinase-associated serine/threonine phosphatase 2C OS=Homo sapiens GN=ILKAP PE=1 SV=1
1.0469E+09	8.454E+08	8.7629E+08	8.4556E+08	9.23E+08	4.9878E+08	5.3063E+08	4.8146E+08	4.4152E+08	4.198E+08	4.7852E+08	5.2268E+08	5.4642E+08	5.7652E+08	5.5717E+08	3.4553E+08	3.5833E+08	3.2996E+08	3.8504E+08	3.7116E+08	3.7383E+08	3.8781E+08	3.4136E+08	3.4614E+08				46	46	46	45.4	45.4	45.4	108.58	0	323.31	22626000000	375	Q9H0D6	Q9H0D6	5-3 exoribonuclease 2	XRN2	sp|Q9H0D6|XRN2_HUMAN 5-3 exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1
4.5645E+07	4.182E+07	3.7658E+07	3.3131E+07	3.3753E+07	5.986E+07	5.2424E+07	5.7429E+07	6.0598E+07	5.0675E+07	6.3153E+07	4.8312E+07	7.8068E+07	5.6905E+07	5.7985E+07	4.3952E+07	3.8195E+07	5.7879E+07	6.7504E+07	6.5409E+07	4.3676E+07	5.072E+07	5.8628E+07	5.9526E+07				6	6	6	27.4	27.4	27.4	30.281	0	25.112	2173500000	61	Q9H0E2	Q9H0E2	Toll-interacting protein	TOLLIP	sp|Q9H0E2|TOLIP_HUMAN Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1
7.3334E+07	6.1708E+07	7.4032E+07	9.1046E+07	7.5166E+07	6.3378E+07	4.859E+07	5.9242E+07	7.174E+07	6.3838E+07	5.8653E+07	5.5004E+07	4.96E+07	6.7191E+07	5.4694E+07	5.7626E+07	5.4001E+07	5.4941E+07	6.3379E+07	3.9129E+07	4.4674E+07	6.6947E+07	5.5599E+07	5.489E+07				9	9	9	9.4	9.4	9.4	110.32	0	35.418	2477000000	17	Q9H0E3	Q9H0E3	Histone deacetylase complex subunit SAP130	SAP130	sp|Q9H0E3|SP130_HUMAN Histone deacetylase complex subunit SAP130 OS=Homo sapiens GN=SAP130 PE=1 SV=1
7703300	9586000	8809200	9714100	6399800	6309100	5135300	6653000	7768100	6809000	5645700	7906700	6548400	5812200	4564100	6616600	0	4718300	4399500	0	0	5540600	5872200	0				6	6	6	7	7	7	135.33	0	36.881	223590000	7	Q9H0E9	Q9H0E9	Bromodomain-containing protein 8	BRD8	sp|Q9H0E9|BRD8_HUMAN Bromodomain-containing protein 8 OS=Homo sapiens GN=BRD8 PE=1 SV=2
3190700	0	0	2071600	3998700	0	4763400	0	3255700	0	0	6583400	0	0	0	0	5416000	3696500	0	0	5414200	0	3645400	3417000				4	4	4	19.1	19.1	19.1	39.949	0	4.7683	77130000	1	Q9H0F6	Q9H0F6	Sharpin	SHARPIN	sp|Q9H0F6|SHRPN_HUMAN Sharpin OS=Homo sapiens GN=SHARPIN PE=1 SV=1
2.3919E+07	1.8628E+07	2.3619E+07	2.8626E+07	2.4903E+07	2.6182E+07	1.6163E+07	2.0805E+07	2.0278E+07	2.4361E+07	2.7687E+07	2.0886E+07	2.6649E+07	2.5868E+07	2.1843E+07	1.6336E+07	1.6127E+07	1.3764E+07	1.362E+07	1.6639E+07	1.5902E+07	1.7806E+07	2.0667E+07	1.7625E+07				11	11	11	23.1	23.1	23.1	66.389	0	168.28	834250000	31	Q9H0G5	Q9H0G5	Nuclear speckle splicing regulatory protein 1	NSRP1	sp|Q9H0G5|NSRP1_HUMAN Nuclear speckle splicing regulatory protein 1 OS=Homo sapiens GN=NSRP1 PE=1 SV=1
3.9304E+07	5.2253E+07	4.1458E+07	4.5185E+07	3.3967E+07	5.7048E+07	5.1177E+07	5.2792E+07	3.1683E+07	5.1346E+07	4.7682E+07	7.2225E+07	5.1512E+07	5.0194E+07	4.5626E+07	3.3131E+07	3.0492E+07	3.09E+07	2.4615E+07	2.1536E+07	2087600	8301500	3748200	1.0366E+07				20	20	20	37.7	37.7	37.7	71.026	0	163.93	1514200000	37	Q9H0H5	Q9H0H5	Rac GTPase-activating protein 1	RACGAP1	sp|Q9H0H5|RGAP1_HUMAN Rac GTPase-activating protein 1 OS=Homo sapiens GN=RACGAP1 PE=1 SV=1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1	1	1	4.9	4.9	4.9	38.759	0.00031333	3.4287	0	0	Q9H0I2	Q9H0I2	Enkurin domain-containing protein 1	ENKD1	sp|Q9H0I2|ENKD1_HUMAN Enkurin domain-containing protein 1 OS=Homo sapiens GN=ENKD1 PE=1 SV=1
3556100	4672100	2600900	4011200	5055700	0	0	0	0	2484400	4022300	0	3463800	0	2643700	2034700	3662000	2335700	0	3479300	0	0	3002700	6738000				7	7	7	14.1	14.1	14.1	79.063	0	101.71	89538000	10	Q9H0J9	Q9H0J9	Poly [ADP-ribose] polymerase 12	PARP12	sp|Q9H0J9|PAR12_HUMAN Poly [ADP-ribose] polymerase 12 OS=Homo sapiens GN=PARP12 PE=1 SV=1
1.8084E+08	2.0327E+08	1.9407E+08	2.6451E+08	1.4914E+08	2.3873E+08	1.5525E+08	2.2917E+08	2.8794E+08	2.4608E+08	1.6729E+08	2.8015E+08	2.9511E+08	2.3847E+08	2.4898E+08	1.1879E+08	2.7456E+08	1.5715E+08	2.5001E+08	1.7795E+08	1.5961E+08	3.148E+08	3.3688E+08	2.7295E+08				4	4	4	5.3	5.3	5.3	103.91	0	137.47	9559500000	30	Q9H0K1	Q9H0K1	Serine/threonine-protein kinase SIK2	SIK2	sp|Q9H0K1|SIK2_HUMAN Serine/threonine-protein kinase SIK2 OS=Homo sapiens GN=SIK2 PE=1 SV=1
2.1272E+07	2.1642E+07	2.3775E+07	3.0182E+07	2.6014E+07	1.6719E+07	1.2126E+07	1.9046E+07	2.6944E+07	2.0365E+07	1.6401E+07	1.5485E+07	1.3684E+07	1.3436E+07	1.3565E+07	1.145E+07	1.8711E+07	1.0593E+07	1.3097E+07	1.158E+07	1.3308E+07	1.3417E+07	1.2149E+07	1.0342E+07				13	5	5	29.9	10.4	10.4	64.436	0	75.092	682650000	27	Q9H0L4	Q9H0L4	Cleavage stimulation factor subunit 2 tau variant	CSTF2T	sp|Q9H0L4|CSTFT_HUMAN Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens GN=CSTF2T PE=1 SV=1
1.6114E+07	1.6272E+07	1.2182E+07	1.7342E+07	1.0075E+07	1.5325E+07	1.3685E+07	1.1312E+07	1.3197E+07	1.3578E+07	1.4551E+07	1.301E+07	2.0922E+07	1.4398E+07	1.5925E+07	7665300	7385800	1.4226E+07	1.6396E+07	0	1.9259E+07	1.7577E+07	4651000	1.6898E+07				5	4	4	41.5	36.2	36.2	14.365	0	16.177	592460000	26	Q9H0N5	Q9H0N5	Pterin-4-alpha-carbinolamine dehydratase 2	PCBD2	sp|Q9H0N5|PHS2_HUMAN Pterin-4-alpha-carbinolamine dehydratase 2 OS=Homo sapiens GN=PCBD2 PE=1 SV=4
9.8312E+07	4.2366E+07	5.4731E+07	6.3234E+07	6.0984E+07	5.8516E+07	5.5775E+07	6.4587E+07	3.2534E+07	7.0716E+07	7.3386E+07	5.9173E+07	5.8173E+07	4.7409E+07	7.2357E+07	3.7336E+07	4.1504E+07	4.3243E+07	5.3252E+07	4.9935E+07	4.2602E+07	6.356E+07	5.1143E+07	6.2555E+07				7	7	7	29.5	29.5	29.5	37.948	0	34.167	2499200000	49	Q9H0P0	Q9H0P0	Cytosolic 5-nucleotidase 3A	NT5C3A	sp|Q9H0P0|5NT3A_HUMAN Cytosolic 5-nucleotidase 3A OS=Homo sapiens GN=NT5C3A PE=1 SV=3
6076000	7497900	6698800	8168600	9123100	2909400	5299500	6427700	5616600	8968300	2.3393E+07	1.7336E+07	8297200	8369200	3.1674E+07	7634600	5048700	6534000	3454500	7002900	1.2093E+07	1.3879E+07	1.55E+07	1.4994E+07				8	6	6	36.5	29.7	29.7	37.312	0	15.033	453690000	17	Q9H0Q0	Q9H0Q0	Protein FAM49A	FAM49A	sp|Q9H0Q0|FA49A_HUMAN Protein FAM49A OS=Homo sapiens GN=FAM49A PE=2 SV=1
0	0	0	0	0	2079700	0	1501400	0	0	0	1907900	0	0	2049700	0	0	0	0	0	0	1404400	0	0				1	1	1	6.7	6.7	6.7	23.23	0.0023898	2.4303	17777000	4	Q9H0R3	Q9H0R3	Transmembrane protein 222	TMEM222	sp|Q9H0R3|TM222_HUMAN Transmembrane protein 222 OS=Homo sapiens GN=TMEM222 PE=1 SV=2
3.525E+07	3.0226E+07	4.9182E+07	2.2123E+07	4.162E+07	4.7321E+07	1.1033E+08	5.2236E+07	4.0521E+07	6.3744E+07	5.9206E+07	3.7203E+07	6.278E+07	4.9201E+07	1.1003E+08	4.5321E+07	4.5364E+07	6.1493E+07	7.1833E+07	4.838E+07	6.8339E+07	3.1859E+07	6.5722E+07	6.5431E+07				5	5	5	38.2	38.2	38.2	28.536	0	53.874	2574900000	37	Q9H0R4	Q9H0R4	Haloacid dehalogenase-like hydrolase domain-containing protein 2	HDHD2	sp|Q9H0R4|HDHD2_HUMAN Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens GN=HDHD2 PE=1 SV=1
1.0918E+08	7.1855E+07	6.5821E+07	7.4721E+07	6.4767E+07	6.6066E+07	6.9667E+07	7.0504E+07	6.1128E+07	4.6867E+07	8.7623E+07	8.0386E+07	8.276E+07	7.9094E+07	8.0834E+07	4.1721E+07	3.8954E+07	5.6845E+07	6.312E+07	2.0274E+07	6.6132E+07	6.3026E+07	6.0425E+07	6.343E+07				12	12	12	30.1	30.1	30.1	57.46	0	90.713	2791700000	72	Q9H0R6	Q9H0R6	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	QRSL1	sp|Q9H0R6|GATA_HUMAN Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Homo sapiens GN=QRSL1 PE=1 SV=2
1.1237E+08	1.9511E+08	1.1651E+08	4.3619E+07	7.875E+07	1.2729E+08	9.7761E+07	9.6228E+07	2.6317E+07	6.7475E+07	1.0959E+08	7.6206E+07	7.1777E+07	1.0438E+08	1.1867E+08	9.7498E+07	8.576E+07	1.164E+08	8119600	8.8074E+07	1.3028E+08	1.3389E+08	9.8632E+07	1.0136E+08				6	6	3	44.4	44.4	18.8	14.044	0	11.981	4045400000	41	Q9H0R8	Q9H0R8	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	sp|Q9H0R8|GBRL1_HUMAN Gamma-aminobutyric acid receptor-associated protein-like 1 OS=Homo sapiens GN=GABARAPL1 PE=1 SV=1
1.2309E+08	1.1524E+08	1.2438E+08	1.0126E+08	1.1341E+08	8.9507E+07	7.2237E+07	7.6882E+07	6.4846E+07	6.2543E+07	7.4749E+07	8.9214E+07	8.9465E+07	9.2342E+07	9.5773E+07	7.5793E+07	7.0681E+07	7.4016E+07	7.2153E+07	8.4972E+07	5.9444E+07	6.5128E+07	8.7128E+07	5.9346E+07				19	19	19	50.1	50.1	50.1	50.646	0	323.31	3616100000	103	Q9H0S4	Q9H0S4	Probable ATP-dependent RNA helicase DDX47	DDX47	sp|Q9H0S4|DDX47_HUMAN Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens GN=DDX47 PE=1 SV=1
5.2322E+07	7.4966E+07	6.9442E+07	5.4167E+07	7.9225E+07	5.2493E+07	6.4421E+07	4.6356E+07	3.6227E+07	6.7475E+07	6.8181E+07	4.6452E+07	4.9262E+07	5.2634E+07	6.0086E+07	3.9052E+07	3.8942E+07	4.4239E+07	5.0076E+07	2.7543E+07	3.5533E+07	4.9273E+07	4.5495E+07	4.5283E+07				6	6	6	14.6	14.6	14.6	38.036	0	16.337	2264100000	58	Q9H0U3	Q9H0U3	Magnesium transporter protein 1	MAGT1	sp|Q9H0U3|MAGT1_HUMAN Magnesium transporter protein 1 OS=Homo sapiens GN=MAGT1 PE=1 SV=1
